"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000128524"," ATP6V1F"," protein_coding","chr7:128862856-128865847"
"ENSG00000240291",NA,NA,"chr10:18513115-18545651"
"ENSG00000122971"," ACADS"," protein_coding","chr12:120725774-120740008"
"ENSG00000186352"," ANKRD37"," protein_coding","chr4:185396021-185400628"
"ENSG00000186908"," ZDHHC17"," protein_coding","chr12:76764103-76853696"
"ENSG00000236565"," HNRNPA3P5"," processed_pseudogene","chr13:65787932-65788764"
"ENSG00000125885"," MCM8"," protein_coding","chr20:5950652-5998977"
"ENSG00000213080",NA,NA,"chr1:160894980-160896076"
"ENSG00000234491"," HNRNPA1P51"," processed_pseudogene","chr2:206419292-206420238"
"ENSG00000157224"," CLDN12"," protein_coding","chr7:90383721-90513402"
"ENSG00000165476"," REEP3"," protein_coding","chr10:63521401-63625128"
"ENSG00000228727"," SAPCD1"," protein_coding","chr6:31762996-31764851"
"ENSG00000110066"," KMT5B"," protein_coding","chr11:68154863-68213828"
"ENSG00000137177"," KIF13A"," protein_coding","chr6:17759183-17987635"
"ENSG00000230581"," ACTG1P14"," processed_pseudogene","chr9:6834456-6835577"
"ENSG00000110104"," CCDC86"," protein_coding","chr11:60842113-60851081"
"ENSG00000234132",NA,NA,"chr1:201031136-201043073"
"ENSG00000176597"," B3GNT5"," protein_coding","chr3:183253253-183298504"
"ENSG00000169230"," PRELID1"," protein_coding","chr5:177303799-177306949"
"ENSG00000215030"," RPL13P12"," processed_pseudogene","chr17:17383377-17384012"
"ENSG00000009724"," MASP2"," protein_coding","chr1:11026523-11047239"
"ENSG00000101150"," TPD52L2"," protein_coding","chr20:63865228-63891545"
"ENSG00000130023"," ERMARD"," protein_coding","chr6:169751622-169781600"
"ENSG00000186806"," VSIG10L"," protein_coding","chr19:51331536-51342139"
"ENSG00000185883"," ATP6V0C"," protein_coding","chr16:2513952-2520218"
"ENSG00000267871"," ZNF460-AS1"," lncRNA","chr19:57267211-57280334"
"ENSG00000259169"," GNRHR2P1"," unprocessed_pseudogene","chr14:60398934-60400013"
"ENSG00000250081",NA,NA,"chr5:65486444-65487048"
"ENSG00000213569"," GTF3C6P2"," processed_pseudogene","chrX:107131659-107132269"
"ENSG00000066279"," ASPM"," protein_coding","chr1:197084121-197146694"
"ENSG00000135956"," TMEM127"," protein_coding","chr2:96248514-96265997"
"ENSG00000102317"," RBM3"," protein_coding","chrX:48574449-48581162"
"ENSG00000267679"," EIF5AP2"," processed_pseudogene","chr17:78157403-78159135"
"ENSG00000011478"," QPCTL"," protein_coding","chr19:45692403-45703989"
"ENSG00000057663"," ATG5"," protein_coding","chr6:106045423-106325791"
"ENSG00000183785"," TUBA8"," protein_coding","chr22:18110100-18146683"
"ENSG00000103197"," TSC2"," protein_coding","chr16:2047967-2089491"
"ENSG00000163312"," HELQ"," protein_coding","chr4:83407343-83455855"
"ENSG00000255524"," NPIPB8"," protein_coding","chr16:28637654-28658744"
"ENSG00000173327"," MAP3K11"," protein_coding","chr11:65597756-65615382"
"ENSG00000048471"," SNX29"," protein_coding","chr16:11976734-12574287"
"ENSG00000151657"," KIN"," protein_coding","chr10:7750962-7787993"
"ENSG00000229835"," KHSRPP1"," processed_pseudogene","chr9:21695176-21696943"
"ENSG00000260176",NA,NA,"chr16:2644084-2645214"
"ENSG00000260267",NA,NA,"chr16:31456711-31459736"
"ENSG00000115762"," PLEKHB2"," protein_coding","chr2:131104847-131353709"
"ENSG00000285803",NA,NA,"chr10:49981420-49988899"
"ENSG00000108106"," UBE2S"," protein_coding","chr19:55399745-55407788"
"ENSG00000241106"," HLA-DOB"," protein_coding","chr6:32812763-32820466"
"ENSG00000167004"," PDIA3"," protein_coding","chr15:43746410-43773278"
"ENSG00000286122",NA,NA,"chr8:125648327-126008930"
"ENSG00000070614"," NDST1"," protein_coding","chr5:150485818-150558211"
"ENSG00000108528"," SLC25A11"," protein_coding","chr17:4937130-4940053"
"ENSG00000213079"," SCAF8"," protein_coding","chr6:154733378-154834244"
"ENSG00000011052"," NME1-NME2"," protein_coding","chr17:51153590-51171744"
"ENSG00000101306"," MYLK2"," protein_coding","chr20:31819308-31834689"
"ENSG00000085231"," AK6"," protein_coding","chr5:69350984-69370013"
"ENSG00000163082"," SGPP2"," protein_coding","chr2:222424543-222562621"
"ENSG00000172732"," MUS81"," protein_coding","chr11:65857126-65867653"
"ENSG00000151687"," ANKAR"," protein_coding","chr2:189674290-189761193"
"ENSG00000109084"," TMEM97"," protein_coding","chr17:28319200-28328685"
"ENSG00000128590"," DNAJB9"," protein_coding","chr7:108569867-108574850"
"ENSG00000260803",NA,NA,"chr16:17514-35195"
"ENSG00000261172",NA,NA,"chr16:90110574-90168225"
"ENSG00000203896"," LIME1"," protein_coding","chr20:63736283-63739103"
"ENSG00000231731",NA,NA,"chr2:127455394-127514623"
"ENSG00000107020"," PLGRKT"," protein_coding","chr9:5357971-5437925"
"ENSG00000185658"," BRWD1"," protein_coding","chr21:39184176-39321559"
"ENSG00000101346"," POFUT1"," protein_coding","chr20:32207880-32238658"
"ENSG00000149636"," DSN1"," protein_coding","chr20:36751791-36773818"
"ENSG00000143294"," PRCC"," protein_coding","chr1:156750610-156800815"
"ENSG00000112365"," ZBTB24"," protein_coding","chr6:109462594-109483219"
"ENSG00000123685"," BATF3"," protein_coding","chr1:212686417-212699840"
"ENSG00000132670"," PTPRA"," protein_coding","chr20:2873420-3039076"
"ENSG00000245146"," MALINC1"," lncRNA","chr5:140071312-140109274"
"ENSG00000227968"," BUB3P1"," processed_pseudogene","chr7:108994031-108995029"
"ENSG00000166582"," CENPV"," protein_coding","chr17:16342534-16353656"
"ENSG00000110583"," NAA40"," protein_coding","chr11:63938959-63957319"
"ENSG00000051128"," HOMER3"," protein_coding","chr19:18929201-18941261"
"ENSG00000107864"," CPEB3"," protein_coding","chr10:92046692-92291078"
"ENSG00000171861"," MRM3"," protein_coding","chr17:782353-792509"
"ENSG00000104671"," DCTN6"," protein_coding","chr8:30156319-30183639"
"ENSG00000240471"," PHBP8"," processed_pseudogene","chr3:119791829-119792553"
"ENSG00000102858"," MGRN1"," protein_coding","chr16:4616493-4690974"
"ENSG00000255213"," NPM1P35"," processed_pseudogene","chr11:62330946-62331813"
"ENSG00000145782"," ATG12"," protein_coding","chr5:115828200-115841837"
"ENSG00000053524"," MCF2L2"," protein_coding","chr3:183178041-183428778"
"ENSG00000140740"," UQCRC2"," protein_coding","chr16:21953288-21983660"
"ENSG00000169925"," BRD3"," protein_coding","chr9:134030305-134068535"
"ENSG00000241399"," CD302"," protein_coding","chr2:159768628-159798255"
"ENSG00000089327"," FXYD5"," protein_coding","chr19:35154730-35169881"
"ENSG00000092978"," GPATCH2"," protein_coding","chr1:217426992-217631090"
"ENSG00000150776"," NKAPD1"," protein_coding","chr11:112074086-112085150"
"ENSG00000143751"," SDE2"," protein_coding","chr1:225982702-225999343"
"ENSG00000020577"," SAMD4A"," protein_coding","chr14:54566117-54793315"
"ENSG00000179152"," TCAIM"," protein_coding","chr3:44338119-44409451"
"ENSG00000287592",NA,NA,"chr7:113486407-113494870"
"ENSG00000115446"," UNC50"," protein_coding","chr2:98608579-98618515"
"ENSG00000162852"," CNST"," protein_coding","chr1:246566444-246668595"
"ENSG00000103066"," PLA2G15"," protein_coding","chr16:68245304-68261058"
"ENSG00000260942"," CAPN10-DT"," lncRNA","chr2:240582700-240586699"
"ENSG00000219951",NA,NA,"chr6:83392416-83393409"
"ENSG00000278200"," LINC01971"," lncRNA","chr17:81480523-81481570"
"ENSG00000170085"," SIMC1"," protein_coding","chr5:176238367-176345991"
"ENSG00000148300"," REXO4"," protein_coding","chr9:133406059-133418096"
"ENSG00000101473"," ACOT8"," protein_coding","chr20:45841721-45857405"
"ENSG00000196323"," ZBTB44"," protein_coding","chr11:130226677-130314917"
"ENSG00000214222"," TUBBP2"," processed_pseudogene","chr13:41384773-41385183"
"ENSG00000128563"," PRKRIP1"," protein_coding","chr7:102363872-102426676"
"ENSG00000116809"," ZBTB17"," protein_coding","chr1:15941869-15976132"
"ENSG00000267199",NA,NA,"chr18:12438890-12448205"
"ENSG00000167553"," TUBA1C"," protein_coding","chr12:49188736-49274600"
"ENSG00000127586"," CHTF18"," protein_coding","chr16:788046-800737"
"ENSG00000280332",NA,NA,"chr19:16356329-16358327"
"ENSG00000090612"," ZNF268"," protein_coding","chr12:133181409-133214832"
"ENSG00000272764",NA,NA,"chr10:5813985-5814441"
"ENSG00000167674"," HDGFL2"," protein_coding","chr19:4472297-4502208"
"ENSG00000147996"," CBWD5"," protein_coding","chr9:65668805-65734041"
"ENSG00000285752"," CDC42-AS1"," lncRNA","chr1:22028317-22052927"
"ENSG00000162775"," RBM15"," protein_coding","chr1:110338506-110346681"
"ENSG00000189233"," NUGGC"," protein_coding","chr8:28021964-28083936"
"ENSG00000284428",NA,NA,"chr19:23259906-23274251"
"ENSG00000205078"," SYCE1L"," protein_coding","chr16:77199408-77213215"
"ENSG00000215769"," ARHGAP27P1-BPTFP1-KPNA2P3"," lncRNA","chr17:64749663-64781707"
"ENSG00000141252"," VPS53"," protein_coding","chr17:508503-721717"
"ENSG00000229989"," MIR181A1HG"," lncRNA","chr1:198777861-198937471"
"ENSG00000214160"," ALG3"," protein_coding","chr3:184242301-184249548"
"ENSG00000103194"," USP10"," protein_coding","chr16:84699986-84779922"
"ENSG00000189227"," C15orf61"," protein_coding","chr15:67521131-67530146"
"ENSG00000288398",NA,NA,"chr1:16228674-16231335"
"ENSG00000230629"," RPS23P8"," processed_pseudogene","chrX:70962964-70963293"
"ENSG00000060069"," CTDP1"," protein_coding","chr18:79679803-79754503"
"ENSG00000162928"," PEX13"," protein_coding","chr2:61017225-61051990"
"ENSG00000135486"," HNRNPA1"," protein_coding","chr12:54280193-54287088"
"ENSG00000148331"," ASB6"," protein_coding","chr9:129634604-129642169"
"ENSG00000006282"," SPATA20"," protein_coding","chr17:50543058-50555852"
"ENSG00000101246"," ARFRP1"," protein_coding","chr20:63698642-63708025"
"ENSG00000250365",NA,NA,"chr14:31420286-31452883"
"ENSG00000126698"," DNAJC8"," protein_coding","chr1:28199456-28233029"
"ENSG00000263280",NA,NA,"chr16:2866325-2868251"
"ENSG00000196693"," ZNF33B"," protein_coding","chr10:42574185-42638570"
"ENSG00000177692"," DNAJC28"," protein_coding","chr21:33485530-33491716"
"ENSG00000143442"," POGZ"," protein_coding","chr1:151402724-151459494"
"ENSG00000070814"," TCOF1"," protein_coding","chr5:150357629-150400308"
"ENSG00000196924"," FLNA"," protein_coding","chrX:154348524-154374634"
"ENSG00000213903"," LTB4R"," protein_coding","chr14:24311450-24318036"
"ENSG00000236601",NA,NA,"chr1:358857-366052"
"ENSG00000253250"," C8orf88"," protein_coding","chr8:90958471-90985238"
"ENSG00000260260"," SNHG19"," lncRNA","chr16:2154797-2155358"
"ENSG00000035141"," FAM136A"," protein_coding","chr2:70295975-70302090"
"ENSG00000027869"," SH2D2A"," protein_coding","chr1:156806243-156816848"
"ENSG00000162600"," OMA1"," protein_coding","chr1:58415384-58546802"
"ENSG00000114982"," KANSL3"," protein_coding","chr2:96593170-96642787"
"ENSG00000138463"," SLC49A4"," protein_coding","chr3:122795069-122881139"
"ENSG00000132330"," SCLY"," protein_coding","chr2:238060924-238099413"
"ENSG00000119185"," ITGB1BP1"," protein_coding","chr2:9403475-9423528"
"ENSG00000162063"," CCNF"," protein_coding","chr16:2429394-2458854"
"ENSG00000265241"," RBM8A"," protein_coding","chr1:145917714-145927678"
"ENSG00000179627"," ZBTB42"," protein_coding","chr14:104800596-104804712"
"ENSG00000110844"," PRPF40B"," protein_coding","chr12:49568218-49644666"
"ENSG00000100345"," MYH9"," protein_coding","chr22:36281280-36387967"
"ENSG00000258684"," BMS1P16"," unprocessed_pseudogene","chr15:21160305-21167357"
"ENSG00000155229"," MMS19"," protein_coding","chr10:97458324-97498794"
"ENSG00000138750"," NUP54"," protein_coding","chr4:76114659-76148444"
"ENSG00000184949"," FAM227A"," protein_coding","chr22:38578118-38656629"
"ENSG00000126858"," RHOT1"," protein_coding","chr17:32142454-32253374"
"ENSG00000142186"," SCYL1"," protein_coding","chr11:65525077-65538704"
"ENSG00000257616",NA,NA,"chr12:52730425-52732865"
"ENSG00000173898"," SPTBN2"," protein_coding","chr11:66682497-66744670"
"ENSG00000261884",NA,NA,"chr16:67929614-67936017"
"ENSG00000264808",NA,NA,"chr17:29369717-29390777"
"ENSG00000092847"," AGO1"," protein_coding","chr1:35869808-35930532"
"ENSG00000113971"," NPHP3"," protein_coding","chr3:132680609-132722432"
"ENSG00000197885"," NKIRAS1"," protein_coding","chr3:23889951-23946591"
"ENSG00000115998"," C2orf42"," protein_coding","chr2:70149885-70248615"
"ENSG00000125650"," PSPN"," protein_coding","chr19:6375148-6379058"
"ENSG00000165458"," INPPL1"," protein_coding","chr11:72223701-72239147"
"ENSG00000162241"," SLC25A45"," protein_coding","chr11:65375192-65383701"
"ENSG00000188931"," CFAP126"," protein_coding","chr1:161364733-161367876"
"ENSG00000161960"," EIF4A1"," protein_coding","chr17:7572824-7579006"
"ENSG00000160131"," VMA21"," protein_coding","chrX:151396515-151409364"
"ENSG00000156469"," MTERF3"," protein_coding","chr8:96239398-96261610"
"ENSG00000135297"," MTO1"," protein_coding","chr6:73461578-73509236"
"ENSG00000230911"," PPIHP1"," processed_pseudogene","chr11:112029858-112030367"
"ENSG00000103044"," HAS3"," protein_coding","chr16:69105653-69118719"
"ENSG00000092108"," SCFD1"," protein_coding","chr14:30622291-30737694"
"ENSG00000174021"," GNG5"," protein_coding","chr1:84498325-84506581"
"ENSG00000111906"," HDDC2"," protein_coding","chr6:125219962-125302078"
"ENSG00000114744"," COMMD2"," protein_coding","chr3:149738472-149752495"
"ENSG00000159459"," UBR1"," protein_coding","chr15:42942897-43106113"
"ENSG00000107829"," FBXW4"," protein_coding","chr10:101610664-101695295"
"ENSG00000103319"," EEF2K"," protein_coding","chr16:22206278-22288738"
"ENSG00000147679"," UTP23"," protein_coding","chr8:116766505-116849463"
"ENSG00000230311"," TOMM20P4"," processed_pseudogene","chrX:73223124-73223558"
"ENSG00000065308"," TRAM2"," protein_coding","chr6:52497408-52577060"
"ENSG00000223822"," EEF1A1P1"," processed_pseudogene","chr21:23390258-23390996"
"ENSG00000216867"," RPL22P12"," processed_pseudogene","chr2:110633947-110634333"
"ENSG00000171806"," METTL18"," protein_coding","chr1:169792529-169794963"
"ENSG00000142156"," COL6A1"," protein_coding","chr21:45981770-46005050"
"ENSG00000170921"," TANC2"," protein_coding","chr17:63009556-63427699"
"ENSG00000106355"," LSM5"," protein_coding","chr7:32485338-32495283"
"ENSG00000217835"," RBMXP5"," processed_pseudogene","chrX:65956289-65957196"
"ENSG00000196415"," PRTN3"," protein_coding","chr19:840999-848175"
"ENSG00000081923"," ATP8B1"," protein_coding","chr18:57646426-57803315"
"ENSG00000105443"," CYTH2"," protein_coding","chr19:48469208-48482314"
"ENSG00000261118",NA,NA,"chr16:89492017-89504460"
"ENSG00000132470"," ITGB4"," protein_coding","chr17:75721328-75757818"
"ENSG00000177981"," ASB8"," protein_coding","chr12:48147789-48181213"
"ENSG00000113460"," BRIX1"," protein_coding","chr5:34915677-34925996"
"ENSG00000253200",NA,NA,"chr8:22613908-22616657"
"ENSG00000244754"," N4BP2L2"," protein_coding","chr13:32432417-32538885"
"ENSG00000243759"," ST13P15"," processed_pseudogene","chr3:143517123-143518229"
"ENSG00000234036"," TXNP6"," processed_pseudogene","chr4:76958860-76959169"
"ENSG00000233380"," RPS2P48"," processed_pseudogene","chr17:53756989-53757870"
"ENSG00000104442"," ARMC1"," protein_coding","chr8:65602458-65634217"
"ENSG00000258388"," PPT2-EGFL8"," protein_coding","chr6:32153845-32171978"
"ENSG00000271646"," IRF2-DT"," lncRNA","chr4:184474802-184477304"
"ENSG00000163960"," UBXN7"," protein_coding","chr3:196347662-196432430"
"ENSG00000257524",NA,NA,"chr9:127867850-127906022"
"ENSG00000224080"," UBE2FP1"," processed_pseudogene","chr3:37143512-37143958"
"ENSG00000137309"," HMGA1"," protein_coding","chr6:34236873-34246231"
"ENSG00000242276"," RPL5P3"," processed_pseudogene","chr15:71063101-71063989"
"ENSG00000260167",NA,NA,"chr16:30585907-30608593"
"ENSG00000173744"," AGFG1"," protein_coding","chr2:227472152-227561217"
"ENSG00000153165"," RGPD3"," protein_coding","chr2:106391290-106468413"
"ENSG00000003756"," RBM5"," protein_coding","chr3:50088919-50119021"
"ENSG00000255559"," ZNF252P-AS1"," lncRNA","chr8:145002811-145006046"
"ENSG00000153827"," TRIP12"," protein_coding","chr2:229763837-229923239"
"ENSG00000167196"," FBXO22"," protein_coding","chr15:75903876-75942511"
"ENSG00000279348",NA,NA,"chr2:216211404-216213519"
"ENSG00000181513"," ACBD4"," protein_coding","chr17:45132600-45144181"
"ENSG00000276337",NA,NA,"chr16:87470370-87474370"
"ENSG00000123179"," EBPL"," protein_coding","chr13:49660674-49691486"
"ENSG00000178105"," DDX10"," protein_coding","chr11:108665069-108940927"
"ENSG00000180389"," ATP5F1EP2"," processed_pseudogene","chr13:27945260-27945415"
"ENSG00000142945"," KIF2C"," protein_coding","chr1:44739818-44767767"
"ENSG00000169764"," UGP2"," protein_coding","chr2:63840952-63891562"
"ENSG00000070882"," OSBPL3"," protein_coding","chr7:24796540-24981634"
"ENSG00000254186",NA,NA,"chr5:162424042-163437326"
"ENSG00000213316"," LTC4S"," protein_coding","chr5:179793980-179796647"
"ENSG00000148426"," PROSER2"," protein_coding","chr10:11823339-11872277"
"ENSG00000175611"," LINC00476"," lncRNA","chr9:95759231-95876049"
"ENSG00000058804"," NDC1"," protein_coding","chr1:53765478-53838463"
"ENSG00000143621"," ILF2"," protein_coding","chr1:153661788-153671028"
"ENSG00000285184",NA,NA,"chr1:150045660-150067701"
"ENSG00000260219"," CD2BP2-DT"," lncRNA","chr16:30355441-30357104"
"ENSG00000215840",NA,NA,"chr1:161406068-161407082"
"ENSG00000073584"," SMARCE1"," protein_coding","chr17:40624962-40648654"
"ENSG00000281332"," LINC00997"," lncRNA","chr7:32760279-32762924"
"ENSG00000213144",NA,NA,"chr12:119194850-119195394"
"ENSG00000116489"," CAPZA1"," protein_coding","chr1:112619805-112671616"
"ENSG00000213005"," PTTG3P"," processed_pseudogene","chr8:66767400-66768005"
"ENSG00000230844"," ZNF674-AS1"," lncRNA","chrX:46545438-46548841"
"ENSG00000174137"," FAM53A"," protein_coding","chr4:1617915-1684261"
"ENSG00000157349"," DDX19B"," protein_coding","chr16:70289663-70335305"
"ENSG00000242661"," RPS3AP43"," processed_pseudogene","chr12:8359054-8359834"
"ENSG00000166192"," SENP8"," protein_coding","chr15:72114258-72143692"
"ENSG00000251141"," MRPS30-DT"," lncRNA","chr5:44742420-44808777"
"ENSG00000285967"," NIPBL-DT"," lncRNA","chr5:36864425-36876700"
"ENSG00000184898"," RBM43"," protein_coding","chr2:151247940-151261863"
"ENSG00000187792"," ZNF70"," protein_coding","chr22:23738682-23751112"
"ENSG00000122687"," MRM2"," protein_coding","chr7:2234195-2242205"
"ENSG00000231443",NA,NA,"chr3:195937243-195938739"
"ENSG00000188986"," NELFB"," protein_coding","chr9:137255327-137273542"
"ENSG00000268942"," CKS1BP3"," processed_pseudogene","chr5:62512246-62512482"
"ENSG00000276509",NA,NA,"chr1:146235806-146237807"
"ENSG00000217769",NA,NA,"chr6:86897118-86897421"
"ENSG00000198246"," SLC29A3"," protein_coding","chr10:71319259-71381423"
"ENSG00000119782"," FKBP1B"," protein_coding","chr2:24049701-24063681"
"ENSG00000188219"," POTEE"," protein_coding","chr2:131209536-131265278"
"ENSG00000173064"," HECTD4"," protein_coding","chr12:112160188-112382439"
"ENSG00000272217",NA,NA,"chr6:33246075-33246856"
"ENSG00000139187"," KLRG1"," protein_coding","chr12:8950044-9010760"
"ENSG00000140398"," NEIL1"," protein_coding","chr15:75346955-75357115"
"ENSG00000250222",NA,NA,"chr5:181191875-181194429"
"ENSG00000068697"," LAPTM4A"," protein_coding","chr2:20032650-20051628"
"ENSG00000185787"," MORF4L1"," protein_coding","chr15:78810487-78898139"
"ENSG00000086967"," MYBPC2"," protein_coding","chr19:50432892-50466321"
"ENSG00000166896"," ATP23"," protein_coding","chr12:57906039-57959148"
"ENSG00000155846"," PPARGC1B"," protein_coding","chr5:149730298-149855022"
"ENSG00000102316"," MAGED2"," protein_coding","chrX:54807599-54816015"
"ENSG00000167608"," TMC4"," protein_coding","chr19:54160108-54173250"
"ENSG00000100997"," ABHD12"," protein_coding","chr20:25294742-25390835"
"ENSG00000141698"," NT5C3B"," protein_coding","chr17:41825057-41836260"
"ENSG00000140836"," ZFHX3"," protein_coding","chr16:72782885-73891871"
"ENSG00000139180"," NDUFA9"," protein_coding","chr12:4649095-4694317"
"ENSG00000174586"," ZNF497"," protein_coding","chr19:58354357-58362848"
"ENSG00000261787"," TCF24"," protein_coding","chr8:66946501-66962591"
"ENSG00000256053"," COA8"," protein_coding","chr14:103562960-103607523"
"ENSG00000245662"," LINC02211"," lncRNA","chr5:25187800-25324386"
"ENSG00000102910"," LONP2"," protein_coding","chr16:48244300-48363122"
"ENSG00000102312"," PORCN"," protein_coding","chrX:48508959-48520814"
"ENSG00000119986"," AVPI1"," protein_coding","chr10:97677424-97687241"
"ENSG00000139574"," NPFF"," protein_coding","chr12:53506688-53507484"
"ENSG00000183793"," NPIPA5"," protein_coding","chr16:15363628-15381047"
"ENSG00000149532"," CPSF7"," protein_coding","chr11:61402641-61430031"
"ENSG00000287110",NA,NA,"chr3:128872349-128876218"
"ENSG00000088833"," NSFL1C"," protein_coding","chr20:1442162-1473842"
"ENSG00000165609"," NUDT5"," protein_coding","chr10:12165330-12196144"
"ENSG00000164818"," DNAAF5"," protein_coding","chr7:726699-786475"
"ENSG00000117614"," SYF2"," protein_coding","chr1:25222276-25232502"
"ENSG00000122359"," ANXA11"," protein_coding","chr10:80150889-80205572"
"ENSG00000270361",NA,NA,"chr1:154937370-154938059"
"ENSG00000120992"," LYPLA1"," protein_coding","chr8:54046367-54102017"
"ENSG00000141349"," G6PC3"," protein_coding","chr17:44070735-44076344"
"ENSG00000185245"," GP1BA"," protein_coding","chr17:4932277-4935023"
"ENSG00000126464"," PRR12"," protein_coding","chr19:49591182-49626439"
"ENSG00000204138"," PHACTR4"," protein_coding","chr1:28369582-28500364"
"ENSG00000004897"," CDC27"," protein_coding","chr17:47117703-47189422"
"ENSG00000123240"," OPTN"," protein_coding","chr10:13099449-13138308"
"ENSG00000231878"," SNRPFP1"," processed_pseudogene","chr20:49729591-49729842"
"ENSG00000164402"," SEPTIN8"," protein_coding","chr5:132750819-132807241"
"ENSG00000213478"," CFL1P2"," processed_pseudogene","chr1:51157788-51158471"
"ENSG00000238000"," PSME2P1"," processed_pseudogene","chr5:98213402-98214121"
"ENSG00000102053"," ZC3H12B"," protein_coding","chrX:65366638-65507887"
"ENSG00000173230"," GOLGB1"," protein_coding","chr3:121663199-121749767"
"ENSG00000215895"," HSPA5P1"," processed_pseudogene","chr1:38708931-38710890"
"ENSG00000157613"," CREB3L1"," protein_coding","chr11:46277662-46321409"
"ENSG00000268205",NA,NA,"chr19:57304305-57308562"
"ENSG00000166747"," AP1G1"," protein_coding","chr16:71729000-71809201"
"ENSG00000144395"," CCDC150"," protein_coding","chr2:196639554-196763490"
"ENSG00000166377"," ATP9B"," protein_coding","chr18:79069285-79378287"
"ENSG00000172432"," GTPBP2"," protein_coding","chr6:43605316-43629264"
"ENSG00000138735"," PDE5A"," protein_coding","chr4:119494397-119628804"
"ENSG00000241343"," RPL36A"," protein_coding","chrX:101390824-101396155"
"ENSG00000180479"," ZNF571"," protein_coding","chr19:37554782-37594792"
"ENSG00000141012"," GALNS"," protein_coding","chr16:88813734-88856970"
"ENSG00000172775"," PSME3IP1"," protein_coding","chr16:57152466-57186116"
"ENSG00000232119"," MCTS1"," protein_coding","chrX:120594010-120621159"
"ENSG00000183955"," KMT5A"," protein_coding","chr12:123383773-123409353"
"ENSG00000118263"," KLF7"," protein_coding","chr2:207074137-207167267"
"ENSG00000278390",NA,NA,"chr13:41132939-41236686"
"ENSG00000143811"," PYCR2"," protein_coding","chr1:225919877-225924340"
"ENSG00000204308"," RNF5"," protein_coding","chr6:32178405-32180793"
"ENSG00000170631"," ZNF16"," protein_coding","chr8:144930358-144950888"
"ENSG00000277232"," GTSE1-DT"," lncRNA","chr22:46295143-46296660"
"ENSG00000133112"," TPT1"," protein_coding","chr13:45333471-45341284"
"ENSG00000104904"," OAZ1"," protein_coding","chr19:2269509-2273490"
"ENSG00000183479"," TREX2"," protein_coding","chrX:153444473-153470587"
"ENSG00000253893"," FAM85B"," lncRNA","chr8:8167819-8226614"
"ENSG00000103342"," GSPT1"," protein_coding","chr16:11868128-11916082"
"ENSG00000224126"," UBE2SP2"," processed_pseudogene","chr17:18677261-18677757"
"ENSG00000213239"," NPM1P32"," processed_pseudogene","chr2:121708512-121709115"
"ENSG00000258469"," CHMP4BP1"," processed_pseudogene","chr14:55298644-55299231"
"ENSG00000213371"," NAP1L1P3"," processed_pseudogene","chr3:120805866-120806745"
"ENSG00000213380"," COG8"," protein_coding","chr16:69320140-69339583"
"ENSG00000185359"," HGS"," protein_coding","chr17:81683326-81703138"
"ENSG00000127588"," GNG13"," protein_coding","chr16:798041-800734"
"ENSG00000131650"," KREMEN2"," protein_coding","chr16:2964216-2968383"
"ENSG00000134444"," RELCH"," protein_coding","chr18:62187255-62310249"
"ENSG00000139636"," LMBR1L"," protein_coding","chr12:49097136-49110900"
"ENSG00000105607"," GCDH"," protein_coding","chr19:12891160-12914207"
"ENSG00000138756"," BMP2K"," protein_coding","chr4:78776342-78916365"
"ENSG00000272328",NA,NA,"chr7:8303741-8341343"
"ENSG00000213851",NA,NA,"chr4:43410041-43410937"
"ENSG00000243156"," MICAL3"," protein_coding","chr22:17787649-18024561"
"ENSG00000114999"," TTL"," protein_coding","chr2:112482156-112541739"
"ENSG00000174013"," FBXO45"," protein_coding","chr3:196568611-196589059"
"ENSG00000235659",NA,NA,"chr9:61865755-61866965"
"ENSG00000243388"," RPL3P3"," processed_pseudogene","chr14:56978409-56979621"
"ENSG00000270673"," YTHDF3-DT"," lncRNA","chr8:63167725-63168442"
"ENSG00000101294"," HM13"," protein_coding","chr20:31514410-31577923"
"ENSG00000164609"," SLU7"," protein_coding","chr5:160401641-160421711"
"ENSG00000196233"," LCOR"," protein_coding","chr10:96832254-96995956"
"ENSG00000235115"," CHCHD2P8"," processed_pseudogene","chr13:28107431-28107877"
"ENSG00000087111"," PIGS"," protein_coding","chr17:28553383-28571794"
"ENSG00000167380"," ZNF226"," protein_coding","chr19:44165073-44178381"
"ENSG00000131196"," NFATC1"," protein_coding","chr18:79395856-79529325"
"ENSG00000267645",NA,NA,"chr7:102637049-102671641"
"ENSG00000240449"," REPIN1-AS1"," lncRNA","chr7:150363777-150372590"
"ENSG00000153046"," CDYL"," protein_coding","chr6:4706159-4955551"
"ENSG00000009830"," POMT2"," protein_coding","chr14:77274956-77320883"
"ENSG00000181856"," SLC2A4"," protein_coding","chr17:7281718-7288257"
"ENSG00000116586"," LAMTOR2"," protein_coding","chr1:156054782-156058506"
"ENSG00000159256"," MORC3"," protein_coding","chr21:36320189-36386148"
"ENSG00000258608"," DNAJC19P9"," processed_pseudogene","chr14:45290036-45290386"
"ENSG00000169084"," DHRSX"," protein_coding","chrX:2219506-2502805"
"ENSG00000125505"," MBOAT7"," protein_coding","chr19:54173412-54189882"
"ENSG00000135723"," FHOD1"," protein_coding","chr16:67229387-67247481"
"ENSG00000122435"," TRMT13"," protein_coding","chr1:100133150-100150498"
